pixel,Red,Green,Blue
1663,204,85,81
1664,202,103,104
1665,204,100,99
1666,208,99,97
1667,206,92,90
1668,202,87,85
1669,204,87,88
1670,198,122,128
1671,200,135,135
1672,196,121,124
1673,194,112,117
1674,195,109,113
1675,203,113,114
1676,204,114,113
1677,193,97,104
1678,187,101,111
1679,219,158,148
1680,213,143,137
1681,213,140,135
1682,214,137,132
1683,208,123,123
1684,209,122,124
1685,211,120,121
1686,195,105,123
1687,184,92,118
1688,128,54,101
1689,99,35,87
1690,95,27,77
1691,113,45,94
1692,102,33,82
1693,100,31,80
1694,109,43,95
1695,101,40,90
1696,80,11,54
1697,120,50,86
1698,183,105,111
1699,222,151,140
1700,219,181,163
1701,148,107,114
1702,82,17,57
1703,83,10,54
1704,100,27,64
1705,102,29,68
1706,104,27,64
1707,110,28,62
1708,111,32,65
1709,110,32,65
1710,109,29,61
1711,102,26,61
1712,96,23,62
1713,96,25,64
1714,99,32,68
1715,103,34,71
1716,103,33,69
1717,96,27,66
1718,97,23,62
1719,108,26,60
1720,133,40,64
1721,165,61,72
1722,203,84,82
1723,188,75,76
1724,131,39,63
1725,202,84,85
1726,207,89,84
1727,207,90,84
1728,202,100,94
1729,204,97,93
1730,206,98,95
1731,205,95,93
1732,202,89,87
1733,200,89,89
1734,203,143,140
1735,204,148,143
1736,201,137,134
1737,200,129,127
1738,202,120,120
1739,203,117,117
1740,204,113,113
1741,192,104,110
1742,212,155,147
1743,219,157,146
1744,216,151,145
1745,218,156,148
1746,214,148,143
1747,212,138,135
1748,214,129,126
1749,199,115,126
1750,183,96,122
1751,156,79,121
1752,106,40,91
1753,107,40,89
1754,115,48,101
1755,102,38,92
1756,117,52,106
1757,107,39,90
1758,90,30,81
1759,107,37,75
1760,174,98,105
1761,207,136,130
1762,221,171,157
1763,210,170,155
1764,140,64,82
1765,111,18,55
1766,134,37,65
1767,146,48,69
1768,155,57,75
1769,161,67,85
1770,152,62,84
1771,136,51,75
1772,123,43,71
1773,116,39,69
1774,107,29,62
1775,108,31,63
1776,107,33,66
1777,102,29,65
1778,100,30,67
1779,100,29,67
1780,97,22,60
1781,111,29,63
1782,149,51,71
1783,182,70,78
1784,201,84,86
1785,212,92,88
1786,184,73,76
1787,117,30,59
1788,176,68,77
1789,213,93,89
1790,209,91,85
1791,209,92,85
1792,202,102,99
1793,203,99,96
1794,205,98,94
1795,204,95,93
1796,202,89,88
1797,197,92,91
1798,206,159,153
1799,208,159,151
1800,206,152,145
1801,207,149,140
1802,207,142,136
1803,212,140,133
1804,207,128,123
1805,208,146,141
1806,223,176,158
1807,214,157,148
1808,219,164,153
1809,216,156,149
1810,215,150,144
1811,215,143,138
1812,219,141,137
1813,185,104,125
1814,163,76,108
1815,132,59,104
1816,90,19,68
1817,98,30,78
1818,104,36,82
1819,123,62,110
1820,114,57,106
1821,95,37,87
1822,129,53,81
1823,204,125,119
1824,224,158,140
1825,221,182,167
1826,208,163,151
1827,177,67,78
1828,191,64,77
1829,204,82,88
1830,196,72,81
1831,191,69,77
1832,198,70,75
1833,202,75,82
1834,198,73,81
1835,184,63,74
1836,161,55,70
1837,134,42,67
1838,116,33,62
1839,113,35,66
1840,105,29,63
1841,105,29,64
1842,121,39,69
1843,154,59,77
1844,177,68,76
1845,191,75,78
1846,213,92,89
1847,209,92,92
1848,192,81,87
1849,155,56,74
1850,122,36,65
1851,180,73,80
1852,215,94,88
1853,209,92,87
1854,213,94,86
1855,213,94,87
1856,206,99,96
1857,204,98,93
1858,205,97,92
1859,203,94,91
1860,201,89,87
1861,194,88,88
1862,205,156,148
1863,208,164,152
1864,211,166,153
1865,212,164,151
1866,217,169,155
1867,216,159,145
1868,206,147,142
1869,223,182,167
1870,220,171,158
1871,217,163,151
1872,218,166,155
1873,217,161,153
1874,214,147,138
1875,218,150,140
1876,216,143,141
1877,183,109,132
1878,134,60,107
1879,112,40,93
1880,117,49,100
1881,110,41,88
1882,97,24,66
1883,83,14,59
1884,85,22,63
1885,166,87,104
1886,210,136,129
1887,222,169,149
1888,225,190,175
1889,212,169,156
1890,194,84,92
1891,213,91,102
1892,217,98,104
1893,216,92,98
1894,217,92,97
1895,216,91,95
1896,216,87,90
1897,215,87,90
1898,217,88,90
1899,217,89,87
1900,205,79,81
1901,183,64,72
1902,138,37,59
1903,115,31,61
1904,124,37,63
1905,114,32,63
1906,110,33,66
1907,122,37,67
1908,133,40,65
1909,142,46,68
1910,145,48,70
1911,143,49,72
1912,144,52,75
1913,164,66,80
1914,208,95,91
1915,222,101,93
1916,214,97,91
1917,214,95,90
1918,216,95,88
1919,217,95,87
1920,207,102,94
1921,207,100,95
1922,209,102,98
1923,206,98,97
1924,203,95,95
1925,197,85,86
1926,204,144,137
1927,213,174,157
1928,214,172,155
1929,216,172,157
1930,219,176,160
1931,211,160,150
1932,218,180,171
1933,222,185,170
1934,217,169,157
1935,219,175,162
1936,218,173,162
1937,214,155,148
1938,217,154,144
1939,219,151,140
1940,212,138,135
1941,189,116,131
1942,181,118,148
1943,132,74,129
1944,120,52,100
1945,105,30,79
1946,98,28,75
1947,92,26,66
1948,179,97,108
1949,217,134,126
1950,215,147,133
1951,217,167,157
1952,197,143,134
1953,173,68,80
1954,218,104,112
1955,223,121,127
1956,225,117,120
1957,224,110,112
1958,224,105,109
1959,223,100,105
1960,222,97,101
1961,221,95,99
1962,222,96,98
1963,219,91,90
1964,210,84,86
1965,200,78,83
1966,180,62,70
1967,117,24,54
1968,157,58,77
1969,188,78,87
1970,177,73,84
1971,172,70,85
1972,166,64,81
1973,175,69,81
1974,182,73,82
1975,197,84,88
1976,213,97,96
1977,224,104,98
1978,220,101,97
1979,219,102,97
1980,219,103,95
1981,218,101,94
1982,219,99,90
1983,220,99,90
1984,207,102,99
1985,206,98,94
1986,207,100,97
1987,206,99,98
1988,204,99,100
1989,200,89,92
1990,199,119,118
1991,218,186,166
1992,217,175,156
1993,219,181,163
1994,216,172,157
1995,216,175,168
1996,228,198,184
1997,219,178,167
1998,221,182,171
1999,221,181,168
2000,215,164,157
2001,215,159,151
2002,218,159,149
2003,218,152,144
2004,217,141,132
2005,194,119,127
2006,151,89,137
2007,122,59,114
2008,122,61,114
2009,116,56,110
2010,106,40,94
2011,167,86,110
2012,224,154,145
2013,219,166,152
2014,215,166,160
2015,211,155,146
2016,134,36,60
2017,126,28,62
2018,207,100,108
2019,227,129,130
2020,230,141,136
2021,229,130,126
2022,228,122,121
2023,226,114,115
2024,226,111,112
2025,224,106,108
2026,225,102,105
2027,224,101,102
2028,217,95,97
2029,211,89,93
2030,212,87,89
2031,166,54,68
2032,181,76,91
2033,210,94,96
2034,202,86,90
2035,204,90,94
2036,219,96,96
2037,222,97,95
2038,222,99,96
2039,221,100,97
2040,221,105,103
2041,220,105,102
2042,220,104,101
2043,220,104,99
2044,221,104,98
2045,220,102,95
2046,220,101,93
2047,221,99,91
2048,204,102,100
2049,205,99,95
2050,206,98,94
2051,206,98,96
2052,204,99,100
2053,203,94,97
2054,194,89,95
2055,215,175,161
2056,221,185,166
2057,222,183,166
2058,217,177,166
2059,226,197,188
2060,225,193,182
2061,221,184,174
2062,222,187,176
2063,220,181,171
2064,217,169,159
2065,219,168,156
2066,217,156,146
2067,215,148,140
2068,212,139,133
2069,213,136,134
2070,132,70,120
2071,121,62,115
2072,102,43,97
2073,108,62,117
2074,138,82,136
2075,176,122,148
2076,194,141,151
2077,197,155,160
2078,211,173,163
2079,201,98,98
2080,114,18,53
2081,129,44,76
2082,193,81,99
2083,223,123,125
2084,232,153,146
2085,234,151,142
2086,230,134,128
2087,227,121,119
2088,226,118,117
2089,225,112,114
2090,223,102,104
2091,224,107,104
2092,224,111,109
2093,217,100,104
2094,219,101,104
2095,192,79,89
2096,193,89,97
2097,207,96,100
2098,203,92,99
2099,213,99,102
2100,217,98,100
2101,218,99,98
2102,220,103,99
2103,221,104,101
2104,222,107,102
2105,223,109,103
2106,223,106,102
2107,222,105,101
2108,222,105,100
2109,222,106,99
2110,222,104,96
2111,221,101,96
2112,203,98,95
2113,203,97,94
2114,205,97,94
2115,204,95,92
2116,203,94,93
2117,204,94,96
2118,198,82,87
2119,197,118,118
2120,222,194,177
2121,219,183,165
2122,220,188,177
2123,228,200,187
2124,222,189,178
2125,225,193,182
2126,224,192,180
2127,219,180,171
2128,223,183,172
2129,218,169,158
2130,217,164,156
2131,214,149,142
2132,211,142,136
2133,212,137,138
2134,139,74,115
2135,92,35,91
2136,99,48,96
2137,158,95,126
2138,191,138,151
2139,211,167,159
2140,204,163,163
2141,208,164,158
2142,191,105,109
2143,196,89,96
2144,116,31,63
2145,139,78,113
2146,200,112,125
2147,218,118,124
2148,231,154,147
2149,232,153,144
2150,231,142,133
2151,228,130,125
2152,227,125,122
2153,227,122,121
2154,225,112,112
2155,201,79,83
2156,219,98,98
2157,221,105,106
2158,219,106,110
2159,207,98,106
2160,201,98,105
2161,212,103,105
2162,215,104,106
2163,218,105,106
2164,218,105,102
2165,219,101,98
2166,220,100,96
2167,220,102,97
2168,221,103,98
2169,223,106,99
2170,223,108,101
2171,223,109,103
2172,223,109,101
2173,222,109,101
2174,222,106,100
2175,223,106,101
2176,201,98,98
2177,201,96,94
2178,204,95,93
2179,203,94,93
2180,203,94,93
2181,205,94,95
2182,203,97,101
2183,190,81,91
2184,203,150,144
2185,221,193,178
2186,223,196,186
2187,227,198,185
2188,223,192,180
2189,226,196,184
2190,222,193,184
2191,221,186,178
2192,223,186,175
2193,220,176,167
2194,218,169,159
2195,215,158,150
2196,215,147,142
2197,216,140,142
2198,117,47,90
2199,71,17,68
2200,174,106,115
2201,222,165,152
2202,219,175,160
2203,215,167,156
2204,211,164,155
2205,217,147,141
2206,203,102,112
2207,179,72,85
2208,127,49,79
2209,221,181,183
2210,219,146,149
2211,219,131,138
2212,231,152,145
2213,230,143,131
2214,230,136,127
2215,227,127,123
2216,226,127,122
2217,227,126,123
2218,225,118,116
2219,202,78,83
2220,213,78,84
2221,217,96,98
2222,222,115,118
2223,220,115,119
2224,215,112,116
2225,217,109,110
2226,217,105,107
2227,217,105,105
2228,219,107,105
2229,219,106,101
2230,219,103,98
2231,218,99,95
2232,218,101,97
2233,221,103,95
2234,222,104,96
2235,223,107,99
2236,223,111,103
2237,223,113,106
2238,223,111,104
2239,224,111,102
2240,200,98,97
2241,201,95,95
2242,203,94,94
2243,203,93,91
2244,203,92,91
2245,204,92,93
2246,205,95,99
2247,200,89,97
2248,183,84,92
2249,213,177,170
2250,230,206,193
2251,225,197,184
2252,225,197,185
2253,226,198,186
2254,223,194,184
2255,224,191,181
2256,223,188,176
2257,221,183,173
2258,215,164,154
2259,215,165,156
2260,219,153,146
2261,199,125,135
2262,89,31,82
2263,150,90,107
2264,222,163,150
2265,221,183,167
2266,210,163,153
2267,203,149,144
2268,206,142,139
2269,226,134,132
2270,215,126,129
2271,164,55,76
2272,144,46,73
2273,173,68,85
2274,220,118,124
2275,218,124,130
2276,224,125,124
2277,224,118,116
2278,220,108,106
2279,212,93,97
2280,219,103,106
2281,223,121,119
2282,220,118,117
2283,211,88,91
2284,222,78,89
2285,215,91,94
2286,225,127,127
2287,227,135,135
2288,220,125,124
2289,214,110,111
2290,215,107,108
2291,220,113,110
2292,221,114,111
2293,220,113,108
2294,220,109,104
2295,219,106,99
2296,220,103,96
2297,219,102,95
2298,219,101,93
2299,221,103,95
2300,222,108,101
2301,222,112,104
2302,223,113,106
2303,223,111,103
2304,202,97,98
2305,202,96,95
2306,203,96,95
2307,204,93,91
2308,203,91,92
2309,204,92,91
2310,204,91,92
2311,202,92,97
2312,186,73,82
2313,178,104,113
2314,240,226,208
2315,231,206,193
2316,225,199,188
2317,226,199,186
2318,222,194,184
2319,223,194,182
2320,221,187,176
2321,214,169,159
2322,215,173,164
2323,215,172,164
2324,216,155,149
2325,198,125,134
2326,168,106,125
2327,213,155,144
2328,218,173,158
2329,210,168,158
2330,208,161,152
2331,207,158,150
2332,222,136,129
2333,230,144,138
2334,234,158,149
2335,199,99,106
2336,210,88,96
2337,201,78,87
2338,206,83,94
2339,214,97,106
2340,219,106,112
2341,219,104,107
2342,214,92,98
2343,213,91,96
2344,204,80,86
2345,220,106,109
2346,223,125,121
2347,205,83,89
2348,226,102,119
2349,218,93,100
2350,228,138,133
2351,228,139,136
2352,219,128,126
2353,215,114,113
2354,221,127,120
2355,224,132,121
2356,223,125,115
2357,222,120,112
2358,220,117,110
2359,220,113,107
2360,220,111,106
2361,220,110,103
2362,219,104,96
2363,219,104,96
2364,219,106,98
2365,221,110,101
2366,223,115,106
2367,224,114,104
2368,197,95,96
2369,199,95,94
2370,202,95,95
2371,204,93,92
2372,204,93,93
2373,205,92,91
2374,205,91,92
2375,200,88,92
2376,195,85,90
2377,174,68,79
2378,178,110,117
2379,229,211,197
2380,234,214,199
2381,224,196,185
2382,223,199,188
2383,222,197,185
2384,217,183,174
2385,215,175,165
2386,215,180,171
2387,215,168,161
2388,210,147,146
2389,207,138,137
2390,222,165,153
2391,220,179,164
2392,213,169,157
2393,211,166,154
2394,207,160,150
2395,215,148,142
2396,232,157,147
2397,233,161,149
2398,234,155,143
2399,232,141,134
2400,221,108,110
2401,217,96,103
2402,215,91,101
2403,216,86,98
2404,216,84,93
2405,214,85,90
2406,211,80,87
2407,211,87,92
2408,191,65,76
2409,226,129,127
2410,233,170,158
2411,217,96,102
2412,232,124,140
2413,219,97,107
2414,228,137,133
2415,228,134,133
2416,221,137,133
2417,224,152,136
2418,225,155,137
2419,225,144,129
2420,224,137,123
2421,223,132,121
2422,223,128,119
2423,221,124,117
2424,221,120,112
2425,222,117,108
2426,220,112,103
2427,218,107,99
2428,219,105,96
2429,221,108,98
2430,222,115,105
2431,224,119,107
2432,189,91,97
2433,191,90,94
2434,193,91,95
2435,195,92,97
2436,199,90,94
2437,199,88,92
2438,199,87,91
2439,195,82,89
2440,191,80,88
2441,185,78,88
2442,161,54,71
2443,156,71,87
2444,219,194,183
2445,235,216,201
2446,222,197,187
2447,222,198,189
2448,221,194,184
2449,220,191,181
2450,216,175,167
2451,214,163,159
2452,207,147,148
2453,216,159,146
2454,223,181,164
2455,221,185,170
2456,214,170,155
2457,208,162,151
2458,209,163,157
2459,230,171,160
2460,236,179,166
2461,236,179,166
2462,236,171,156
2463,234,159,146
2464,236,156,147
2465,244,176,162
2466,240,180,171
2467,234,166,166
2468,232,155,155
2469,229,145,146
2470,225,127,132
2471,223,111,114
2472,212,94,100
2473,226,163,158
2474,237,184,169
2475,211,97,108
2476,221,111,129
2477,224,117,120
2478,211,114,117
2479,178,81,91
2480,204,140,135
2481,235,189,163
2482,228,171,147
2483,227,158,137
2484,226,150,132
2485,225,145,130
2486,224,139,126
2487,222,135,123
2488,222,130,119
2489,221,125,114
2490,221,122,110
2491,220,117,105
2492,220,112,100
2493,220,111,101
2494,221,115,105
2495,222,118,106
2496,173,77,86
2497,176,77,86
2498,183,82,90
2499,187,84,91
2500,189,83,91
2501,190,83,91
2502,190,82,90
2503,188,78,87
2504,184,76,88
2505,180,73,86
2506,176,73,86
2507,152,48,70
2508,150,76,91
2509,225,204,190
2510,241,229,212
2511,225,203,194
2512,220,194,186
2513,221,189,179
2514,216,172,165
2515,210,155,153
2516,211,155,145
2517,225,180,161
2518,224,187,171
2519,219,179,163
2520,216,173,158
2521,210,171,161
2522,224,175,167
2523,238,185,171
2524,237,186,172
2525,238,186,171
2526,235,177,162
2527,238,176,162
2528,242,187,168
2529,209,141,135
2530,215,147,148
2531,232,186,177
2532,233,193,182
2533,235,193,183
2534,238,197,188
2535,240,194,180
2536,229,157,147
2537,226,156,147
2538,224,146,140
2539,209,95,102
2540,216,110,111
2541,168,75,87
2542,113,33,65
2543,83,14,59
2544,133,86,109
2545,242,199,172
2546,230,178,151
2547,230,169,142
2548,228,163,140
2549,227,159,140
2550,226,154,137
2551,224,147,132
2552,223,141,126
2553,222,137,122
2554,222,132,118
2555,221,126,113
2556,220,121,109
2557,220,119,107
2558,222,120,107
2559,222,122,110
2560,198,94,91
2561,186,84,90
2562,173,73,88
2563,174,73,86
2564,179,75,87
2565,182,76,88
2566,181,74,87
2567,178,72,86
2568,175,68,82
2569,174,67,84
2570,166,63,84
2571,161,64,83
2572,143,41,64
2573,136,49,73
2574,185,143,145
2575,222,208,198
2576,225,206,196
2577,216,185,178
2578,212,174,168
2579,207,157,151
2580,220,172,154
2581,224,185,167
2582,220,184,169
2583,219,182,167
2584,219,180,166
2585,224,183,170
2586,233,178,170
2587,237,185,174
2588,240,191,178
2589,240,191,176
2590,237,184,167
2591,243,172,154
2592,160,76,90
2593,106,25,68
2594,195,96,116
2595,219,118,121
2596,220,131,129
2597,220,128,126
2598,220,127,125
2599,218,124,121
2600,218,117,118
2601,222,113,117
2602,214,104,113
2603,178,84,99
2604,116,40,72
2605,81,15,59
2606,84,22,66
2607,89,33,76
2608,86,35,78
2609,211,169,158
2610,244,195,164
2611,234,180,150
2612,232,177,148
2613,229,174,149
2614,228,172,149
2615,226,166,144
2616,225,159,137
2617,224,152,131
2618,223,144,127
2619,223,138,123
2620,222,133,121
2621,222,128,116
2622,222,126,113
2623,224,129,115
2624,219,129,113
2625,215,120,111
2626,203,104,104
2627,194,95,101
2628,196,92,101
2629,196,87,97
2630,194,86,94
2631,196,86,93
2632,197,83,91
2633,194,83,94
2634,191,82,94
2635,191,79,89
2636,191,81,89
2637,181,69,79
2638,161,50,68
2639,171,79,90
2640,213,177,174
2641,219,202,194
2642,204,167,164
2643,213,170,157
2644,224,187,168
2645,217,179,164
2646,217,183,171
2647,217,184,172
2648,218,185,169
2649,208,142,135
2650,239,173,160
2651,244,192,175
2652,246,204,187
2653,243,203,188
2654,247,204,183
2655,197,110,107
2656,120,32,67
2657,162,99,130
2658,191,106,123
2659,202,86,96
2660,219,103,111
2661,219,106,115
2662,220,106,114
2663,222,105,108
2664,212,97,102
2665,171,74,92
2666,118,42,76
2667,85,19,64
2668,85,18,61
2669,96,27,65
2670,102,32,68
2671,106,37,71
2672,88,19,62
2673,139,91,110
2674,252,212,182
2675,238,190,163
2676,238,189,162
2677,237,188,164
2678,234,185,164
2679,231,183,162
2680,229,178,157
2681,227,170,148
2682,226,163,142
2683,225,153,133
2684,224,145,129
2685,224,142,127
2686,224,139,124
2687,223,138,125
2688,219,133,110
2689,222,133,113
2690,223,132,115
2691,221,128,118
2692,217,120,115
2693,214,114,110
2694,214,112,106
2695,218,113,106
2696,222,115,106
2697,226,120,109
2698,226,120,107
2699,226,119,109
2700,226,120,109
2701,226,120,107
2702,228,121,108
2703,219,108,100
2704,217,114,100
2705,224,163,147
2706,215,174,165
2707,221,183,168
2708,223,188,173
2709,218,182,170
2710,220,188,177
2711,228,198,183
2712,184,137,133
2713,127,42,76
2714,177,75,91
2715,206,101,101
2716,230,136,128
2717,243,170,155
2718,239,169,152
2719,169,70,84
2720,117,30,64
2721,161,74,96
2722,152,52,72
2723,183,72,83
2724,212,90,97
2725,210,87,95
2726,197,80,89
2727,160,60,80
2728,109,32,68
2729,78,18,65
2730,79,19,64
2731,93,25,66
2732,97,22,60
2733,100,26,61
2734,101,25,60
2735,99,23,60
2736,95,25,64
2737,72,10,56
2738,177,139,141
2739,255,220,193
2740,239,195,176
2741,238,197,177
2742,238,196,178
2743,236,192,177
2744,233,189,173
2745,231,186,169
2746,229,182,164
2747,228,174,156
2748,225,164,147
2749,225,159,142
2750,224,152,136
2751,223,146,133
2752,218,124,105
2753,221,127,106
2754,225,135,113
2755,226,138,118
2756,224,133,117
2757,219,125,114
2758,214,117,110
2759,215,115,107
2760,219,117,106
2761,226,124,110
2762,227,125,109
2763,226,124,108
2764,226,124,110
2765,226,124,112
2766,225,123,109
2767,227,128,111
2768,230,127,102
2769,225,116,95
2770,222,174,158
2771,224,190,175
2772,220,183,170
2773,221,188,176
2774,225,193,180
2775,222,188,173
2776,148,85,108
2777,147,84,114
2778,124,55,90
2779,99,15,57
2780,114,17,53
2781,149,44,67
2782,146,44,69
2783,151,48,69
2784,121,32,62
2785,91,8,48
2786,115,24,58
2787,136,37,64
2788,137,41,69
2789,123,33,65
2790,100,23,64
2791,83,17,62
2792,89,22,66
2793,103,33,71
2794,112,37,71
2795,115,38,69
2796,118,36,66
2797,120,36,66
2798,125,42,71
2799,131,49,75
2800,131,53,79
2801,127,48,75
2802,105,34,68
2803,186,143,143
2804,253,222,198
2805,248,215,196
2806,239,202,187
2807,237,197,182
2808,237,196,181
2809,237,197,182
2810,234,194,179
2811,231,190,175
2812,228,182,168
2813,226,175,158
2814,225,168,150
2815,225,164,147
2816,220,129,113
2817,222,129,108
2818,227,136,111
2819,225,135,113
2820,223,133,115
2821,221,130,115
2822,219,124,114
2823,217,118,112
2824,215,114,108
2825,217,113,106
2826,225,118,108
2827,227,121,112
2828,227,123,113
2829,227,122,113
2830,227,122,112
2831,228,126,112
2832,222,112,95
2833,217,148,137
2834,225,195,178
2835,224,190,176
2836,220,185,173
2837,223,192,181
2838,231,203,187
2839,198,146,142
2840,164,96,121
2841,166,104,129
2842,158,96,125
2843,141,74,107
2844,109,40,81
2845,87,20,67
2846,79,7,57
2847,85,9,55
2848,89,11,55
2849,90,15,58
2850,92,20,62
2851,95,16,57
2852,100,21,60
2853,102,23,61
2854,113,33,65
2855,121,38,66
2856,126,40,66
2857,133,49,71
2858,136,48,70
2859,134,48,70
2860,136,48,71
2861,140,52,73
2862,144,57,76
2863,145,61,79
2864,143,64,84
2865,139,60,82
2866,125,46,73
2867,100,20,56
2868,144,84,101
2869,211,170,160
2870,243,209,189
2871,249,216,196
2872,243,210,194
2873,239,203,189
2874,237,199,186
2875,234,195,183
2876,233,194,181
2877,230,188,175
2878,228,183,168
2879,227,180,164
2880,221,128,107
2881,223,129,105
2882,227,135,109
2883,225,135,109
2884,223,133,109
2885,222,130,108
2886,221,127,110
2887,219,124,113
2888,216,115,109
2889,204,96,97
2890,180,71,81
2891,172,71,85
2892,181,75,84
2893,184,76,85
2894,184,79,89
2895,173,68,77
2896,163,76,90
2897,219,184,170
2898,226,192,178
2899,221,189,178
2900,222,191,179
2901,225,196,186
2902,222,187,173
2903,160,70,82
2904,209,119,113
2905,226,144,133
2906,204,126,128
2907,185,111,125
2908,183,116,131
2909,180,108,123
2910,170,100,119
2911,159,91,113
2912,154,83,107
2913,151,79,105
2914,147,77,105
2915,143,72,102
2916,137,61,92
2917,127,49,82
2918,115,36,71
2919,102,22,61
2920,96,15,55
2921,99,16,56
2922,100,16,53
2923,104,22,55
2924,112,30,61
2925,119,33,61
2926,125,36,62
2927,131,43,66
2928,133,46,71
2929,128,41,68
2930,121,36,66
2931,114,31,65
2932,87,4,47
2933,80,4,46
2934,110,45,74
2935,162,101,109
2936,218,162,150
2937,242,201,182
2938,245,212,194
2939,247,213,195
2940,242,207,194
2941,235,199,188
2942,231,192,179
2943,230,187,176
2944,221,125,103
2945,222,127,103
2946,225,131,107
2947,225,132,106
2948,224,132,106
2949,222,128,109
2950,221,125,108
2951,221,121,106
2952,219,120,107
2953,213,107,103
2954,178,70,84
2955,118,27,62
2956,88,15,57
2957,94,16,57
2958,101,21,60
2959,75,6,51
2960,172,138,143
2961,229,200,184
2962,222,192,180
2963,222,189,178
2964,222,193,182
2965,234,214,199
2966,200,142,134
2967,154,58,75
2968,231,147,125
2969,225,153,125
2970,114,34,64
2971,94,17,58
2972,99,26,65
2973,108,34,71
2974,126,51,83
2975,138,64,91
2976,149,75,97
2977,158,86,108
2978,166,97,116
2979,172,104,121
2980,176,107,120
2981,186,115,124
2982,192,121,128
2983,194,123,129
2984,181,112,122
2985,160,90,107
2986,142,73,97
2987,131,60,90
2988,127,56,88
2989,129,57,88
2990,130,55,85
2991,136,59,87
2992,148,70,92
2993,153,74,94
2994,153,73,93
2995,158,79,93
2996,170,89,96
2997,181,98,98
2998,183,97,94
2999,183,100,95
3000,187,102,93
3001,161,76,82
3002,170,98,105
3003,200,143,136
3004,223,178,164
3005,238,203,185
3006,243,211,192
3007,243,208,192
3008,220,129,103
3009,222,128,102
3010,224,128,104
3011,224,129,107
3012,223,130,109
3013,223,127,107
3014,224,126,105
3015,219,117,100
3016,217,111,98
3017,221,116,103
3018,222,115,107
3019,204,95,98
3020,157,59,78
3021,105,19,56
3022,72,0,44
3023,142,100,118
3024,229,199,184
3025,224,197,184
3026,222,191,179
3027,225,197,185
3028,226,197,184
3029,221,179,165
3030,160,73,82
3031,188,99,105
3032,241,176,146
3033,119,53,75
3034,80,7,55
3035,98,23,61
3036,101,26,64
3037,100,29,67
3038,102,33,71
3039,103,31,68
3040,102,29,66
3041,103,30,67
3042,100,26,65
3043,96,20,59
3044,91,15,54
3045,93,20,58
3046,94,26,64
3047,105,37,71
3048,129,58,85
3049,161,84,99
3050,186,104,106
3051,203,117,111
3052,213,130,119
3053,215,135,122
3054,211,138,125
3055,208,136,127
3056,199,122,114
3057,199,121,115
3058,204,130,121
3059,204,130,118
3060,203,130,115
3061,202,132,117
3062,199,132,119
3063,198,136,122
3064,181,117,112
3065,136,52,69
3066,146,58,74
3067,151,67,79
3068,146,65,77
3069,151,80,90
3070,171,111,115
3071,202,147,149
3072,220,133,110
3073,220,130,106
3074,220,126,104
3075,221,126,107
3076,223,130,109
3077,224,129,109
3078,224,123,103
3079,220,116,99
3080,219,112,97
3081,222,113,99
3082,223,114,100
3083,224,117,106
3084,225,113,106
3085,186,68,76
3086,143,77,96
3087,221,193,180
3088,228,199,186
3089,224,195,182
3090,225,195,184
3091,221,179,167
3092,214,157,146
3093,177,95,98
3094,161,66,84
3095,226,169,150
3096,126,64,83
3097,83,7,51
3098,107,30,64
3099,107,30,65
3100,108,34,69
3101,107,35,70
3102,105,34,69
3103,101,30,66
3104,100,25,61
3105,96,23,59
3106,92,20,58
3107,88,17,55
3108,91,18,56
3109,105,29,63
3110,121,44,72
3111,144,65,82
3112,174,90,93
3113,198,110,100
3114,206,118,101
3115,208,123,104
3116,208,128,109
3117,203,130,113
3118,203,135,118
3119,191,123,113
3120,168,84,90
3121,184,107,106
3122,192,124,119
3123,191,125,118
3124,194,124,114
3125,195,125,113
3126,190,123,113
3127,189,122,114
3128,190,124,116
3129,152,73,83
3130,144,56,74
3131,165,82,89
3132,158,79,86
3133,143,68,81
3134,133,58,73
3135,132,56,77
3136,219,128,106
3137,217,124,104
3138,216,125,107
3139,219,127,107
3140,221,129,108
3141,222,126,108
3142,219,118,101
3143,218,113,98
3144,219,114,99
3145,221,113,99
3146,222,112,98
3147,221,111,100
3148,224,114,101
3149,221,110,99
3150,224,180,168
3151,230,209,194
3152,226,198,183
3153,223,192,181
3154,222,189,177
3155,209,150,142
3156,205,132,127
3157,196,118,123
3158,223,172,158
3159,129,67,85
3160,81,6,53
3161,105,29,64
3162,104,30,64
3163,104,31,67
3164,101,27,64
3165,99,26,63
3166,95,23,61
3167,92,20,60
3168,88,18,60
3169,91,22,63
3170,114,42,74
3171,136,60,85
3172,162,82,96
3173,186,104,104
3174,203,122,113
3175,213,133,118
3176,213,138,120
3177,209,136,119
3178,205,135,121
3179,203,135,121
3180,202,136,120
3181,200,137,121
3182,200,139,125
3183,195,131,122
3184,175,95,99
3185,180,99,101
3186,189,120,118
3187,190,122,117
3188,191,122,115
3189,192,122,114
3190,188,120,113
3191,185,119,112
3192,191,128,120
3193,164,92,96
3194,125,40,65
3195,145,62,79
3196,153,74,86
3197,158,85,95
3198,156,88,97
3199,148,77,86
3200,238,184,135
3201,229,160,121
3202,216,125,104
3203,213,117,103
3204,218,125,110
3205,218,122,106
3206,214,114,100
3207,215,110,98
3208,217,111,98
3209,218,110,98
3210,220,111,100
3211,221,111,101
3212,220,108,99
3213,216,102,92
3214,231,191,178
3215,242,224,207
3216,229,200,188
